año;canton;provincia;tipoEmpresa;ventasTotales
2019;San Pedro de Pelileo;Tungurahua;Microempresa;92910
2019;Quito;Pichincha;Microempresa;1226905
2019;Quito;Pichincha;Microempresa;79281
2019;Quito;Pichincha;Microempresa;2836073
2019;Quito;Pichincha;Microempresa;123461
2019;Quito;Pichincha;Microempresa;215623
2019;Quito;Pichincha;Microempresa;15
2019;Orellana;Orellana;Pequeña empresa;806378
2019;La Joya de los Sachas;Orellana;Pequeña empresa;287053
2019;La Joya de los Sachas;Orellana;Pequeña empresa;175933
2019;Orellana;Orellana;Pequeña empresa;242376
2019;Ambato;Tungurahua;Pequeña empresa;132683
2019;Lago Agrio;Sucumbíos;Pequeña empresa;3270228
2019;Shushufindi;Sucumbíos;Pequeña empresa;2245506
2019;Lago Agrio;Sucumbíos;Pequeña empresa;1092917
2019;Lago Agrio;Sucumbíos;Pequeña empresa;224964
2019;Shushufindi;Sucumbíos;Pequeña empresa;482952
2019;Shushufindi;Sucumbíos;Pequeña empresa;482470
2019;Shushufindi;Sucumbíos;Pequeña empresa;168758
2019;Shushufindi;Sucumbíos;Pequeña empresa;223443
2019;Cayambe;Pichincha;Pequeña empresa;222552
2019;Mejía;Pichincha;Pequeña empresa;274260
2019;Pedro Moncayo;Pichincha;Pequeña empresa;168786
2019;Rumiñahui;Pichincha;Pequeña empresa;325146
2019;San Miguel de los Bancos;Pichincha;Pequeña empresa;676640
2019;Cayambe;Pichincha;Pequeña empresa;1288981
2019;Cayambe;Pichincha;Pequeña empresa;855312
2019;Cayambe;Pichincha;Pequeña empresa;705040
2019;Cayambe;Pichincha;Pequeña empresa;325734
2019;Mejía;Pichincha;Pequeña empresa;184926
2019;Mejía;Pichincha;Pequeña empresa;327508
2019;Mejía;Pichincha;Pequeña empresa;1113268
2019;Pedro Moncayo;Pichincha;Pequeña empresa;387974
2019;Pedro Moncayo;Pichincha;Pequeña empresa;173506
2019;Pedro Vicente Maldonado;Pichincha;Pequeña empresa;561929
2019;Rumiñahui;Pichincha;Pequeña empresa;5056097
2019;Rumiñahui;Pichincha;Pequeña empresa;119929
2019;Rumiñahui;Pichincha;Pequeña empresa;147154
2019;San Miguel de los Bancos;Pichincha;Pequeña empresa;369713
2019;Ambato;Tungurahua;Pequeña empresa;3054646
2019;Baños de Agua Santa;Tungurahua;Pequeña empresa;1437065
2019;Cevallos;Tungurahua;Pequeña empresa;270902
2019;Patate;Tungurahua;Pequeña empresa;112996
2019;Santiago de Píllaro;Tungurahua;Pequeña empresa;103402
2019;Ambato;Tungurahua;Pequeña empresa;13165340
2019;Ambato;Tungurahua;Pequeña empresa;628368
2019;Ambato;Tungurahua;Pequeña empresa;100068
2019;Baños de Agua Santa;Tungurahua;Pequeña empresa;644305
2019;Baños de Agua Santa;Tungurahua;Pequeña empresa;246303
2019;Mocha;Tungurahua;Pequeña empresa;199468
2019;Isabela;Galápagos;Pequeña empresa;818575
2019;San Cristóbal;Galápagos;Pequeña empresa;929788
2019;Santa Cruz;Galápagos;Pequeña empresa;2752408
2019;San Cristóbal;Galápagos;Pequeña empresa;386283
2019;Santa Cruz;Galápagos;Pequeña empresa;3350674
2019;Santa Cruz;Galápagos;Pequeña empresa;1032433
2019;Quevedo;Los Ríos;Pequeña empresa;1127461
2019;Valencia;Los Ríos;Pequeña empresa;312955
2019;Ventanas;Los Ríos;Pequeña empresa;665882
2019;Babahoyo;Los Ríos;Pequeña empresa;1032900
2019;Buena Fé;Los Ríos;Pequeña empresa;259047
2019;Quevedo;Los Ríos;Pequeña empresa;3133619
2019;Ventanas;Los Ríos;Pequeña empresa;273526
2019;Machala;El Oro;Pequeña empresa;248356
2019;Huaquillas;El Oro;Pequeña empresa;2007563
2019;Machala;El Oro;Pequeña empresa;1725387
2019;Pasaje;El Oro;Pequeña empresa;891757
2019;Arenillas;El Oro;Pequeña empresa;271998
2019;Machala;El Oro;Pequeña empresa;9106437
2019;Machala;El Oro;Pequeña empresa;459923
2019;Machala;El Oro;Pequeña empresa;196200
2019;Pasaje;El Oro;Pequeña empresa;445294
2019;Piñas;El Oro;Pequeña empresa;115961
2019;Piñas;El Oro;Pequeña empresa;136465
2019;Santa Rosa;El Oro;Pequeña empresa;1186721
2019;Archidona;Napo;Microempresa;2902
2019;El chaco;Napo;Microempresa;11339
2019;Tena;Napo;Microempresa;1045
2019;Tena;Napo;Microempresa;4464
2019;Archidona;Napo;Microempresa;97595
2019;Archidona;Napo;Pequeña empresa;326235
2019;Tena;Napo;Pequeña empresa;547343
2019;El chaco;Napo;Pequeña empresa;470198
2019;Tena;Napo;Pequeña empresa;108864
2019;Tena;Napo;Pequeña empresa;332056
2019;Riobamba;Chimborazo;Microempresa;48130
2019;Daule;Guayas;Microempresa;74412
2019;El Triunfo;Guayas;Microempresa;65269
2019;Durán;Guayas;Microempresa;41814
2019;Guayaquil;Guayas;Microempresa;237465
2019;Guayaquil;Guayas;Microempresa;83709
2019;Guayaquil;Guayas;Microempresa;55983
2019;Samborondón;Guayas;Microempresa;130312
2019;Samborondón;Guayas;Microempresa;21552
2019;Azogues;Cañar;Pequeña empresa;127129
2019;Riobamba;Chimborazo;Microempresa;83396
2019;Colta;Chimborazo;Microempresa;27399
2019;Riobamba;Chimborazo;Microempresa;350841
2019;Riobamba;Chimborazo;Microempresa;80150
2019;Daule;Guayas;Microempresa;126028
2019;El Triunfo;Guayas;Microempresa;82935
2019;Camilo Ponce Enríquez;Azuay;Pequeña empresa;147082
2019;Cuenca;Azuay;Pequeña empresa;4855672
2019;Cuenca;Azuay;Pequeña empresa;503056
2019;Gualaceo;Azuay;Pequeña empresa;221669
2019;Camilo Ponce Enríquez;Azuay;Pequeña empresa;1347066
2019;Cuenca;Azuay;Pequeña empresa;22226619
2019;Cuenca;Azuay;Pequeña empresa;255164
2019;Cuenca;Azuay;Pequeña empresa;1030786
2019;Cuenca;Azuay;Pequeña empresa;868044
2019;Gualaceo;Azuay;Pequeña empresa;245758
2019;Paute;Azuay;Pequeña empresa;395522
2019;Santa Isabel;Azuay;Pequeña empresa;183704
2019;Azogues;Cañar;Pequeña empresa;167973
2019;Biblián;Cañar;Pequeña empresa;202581
2019;La Troncal;Cañar;Pequeña empresa;399019
2019;Azogues;Cañar;Pequeña empresa;825195
2019;La Troncal;Cañar;Pequeña empresa;133615
2020;Atacames;Esmeraldas;Microempresa;160
2020;Atacames;Esmeraldas;Microempresa;10
2020;Esmeraldas;Esmeraldas;Microempresa;32810
2020;San Lorenzo;Esmeraldas;Microempresa;10
2020;Archidona;Napo;Microempresa;48622
2020;El chaco;Napo;Microempresa;11862
2020;El chaco;Napo;Microempresa;37573
2020;Tena;Napo;Microempresa;7027
2020;Tena;Napo;Microempresa;32559
2020;Tiwintza;Morona Santiago;Microempresa;7538
2020;Morona;Morona Santiago;Microempresa;238
2020;Atacames;Esmeraldas;Microempresa;4620
2020;Esmeraldas;Esmeraldas;Microempresa;1723
2020;Baños de Agua Santa;Tungurahua;"Mediana empresa ""A""";1471774
2020;Patate;Tungurahua;"Mediana empresa ""A""";1343611
2020;Ambato;Tungurahua;"Mediana empresa ""A""";1112691
2020;Quito;Pichincha;"Mediana empresa ""A""";3007843
2020;Quito;Pichincha;"Mediana empresa ""A""";3113130
2020;Quito;Pichincha;"Mediana empresa ""A""";1349714
2020;Ventanas;Los Ríos;"Mediana empresa ""B""";4600772
2020;Quito;Pichincha;"Mediana empresa ""B""";6253079
2020;Atacames;Esmeraldas;Microempresa;21057
2020;Esmeraldas;Esmeraldas;Microempresa;14695
2020;Eloy Alfaro;Esmeraldas;Microempresa;1245
2020;Atacames;Esmeraldas;Microempresa;130
2020;Esmeraldas;Esmeraldas;Microempresa;36
2020;Esmeraldas;Esmeraldas;Microempresa;45077
2020;Atacames;Esmeraldas;Microempresa;174965
2020;Esmeraldas;Esmeraldas;Microempresa;71565
2020;Tena;Napo;Microempresa;153254
2020;El chaco;Napo;Microempresa;31782
2020;Morona;Morona Santiago;Microempresa;14200
2020;Rioverde;Esmeraldas;Pequeña empresa;132971
2020;La Libertad;Santa Elena;Pequeña empresa;157080
2020;La Libertad;Santa Elena;"Mediana empresa ""B""";2118579
2020;Salinas;Santa Elena;Microempresa;21400
2020;Loja;Loja;Microempresa;3348
2020;Loja;Loja;Microempresa;8650
2020;Salinas;Santa Elena;Microempresa;146365
2020;Loja;Loja;Microempresa;336913
2020;Macará;Loja;Microempresa;26703
2020;Paltas;Loja;Microempresa;95956
2020;Loja;Loja;Microempresa;291690
2020;Otavalo;Imbabura;Pequeña empresa;467030
2020;Salinas;Santa Elena;Pequeña empresa;745649
2020;Santa Elena;Santa Elena;Pequeña empresa;376627
2020;Loja;Loja;Pequeña empresa;193588
2020;Ibarra;Imbabura;Pequeña empresa;1574505
2020;Otavalo;Imbabura;Pequeña empresa;277295
2020;Antonio Ante;Imbabura;Pequeña empresa;790764
2020;Antonio Ante;Imbabura;Pequeña empresa;477357
2020;Ibarra;Imbabura;Pequeña empresa;5103147
2020;Otavalo;Imbabura;Pequeña empresa;771462
2020;Otavalo;Imbabura;Pequeña empresa;192157
2020;San Miguel de Urcuqui;Imbabura;Pequeña empresa;108517
2020;La Libertad;Santa Elena;Pequeña empresa;102752
2020;Salinas;Santa Elena;Pequeña empresa;312752
2020;Pastaza;Pastaza;Pequeña empresa;389759
2020;Cuenca;Azuay;"Mediana empresa ""A""";1120562
2020;Cuenca;Azuay;Pequeña empresa;736398
2020;Cuenca;Azuay;"Mediana empresa ""A""";1102041
2020;Cuenca;Azuay;"Mediana empresa ""A""";1624997
2020;Cuenca;Azuay;"Mediana empresa ""B""";3158186
2020;Rumiñahui;Pichincha;Microempresa;61499
2020;Babahoyo;Los Ríos;Grande empresa;6442414
2020;Pedro Moncayo;Pichincha;"Mediana empresa ""A""";1927561
2020;Orellana;Orellana;Pequeña empresa;399101
2020;La Joya de los Sachas;Orellana;Pequeña empresa;133558
2020;Rumiñahui;Pichincha;Pequeña empresa;129286
2020;Calvas;Loja;Pequeña empresa;701379
2020;Loja;Loja;Pequeña empresa;502931
2020;Loja;Loja;Pequeña empresa;799313
2020;Loja;Loja;"Mediana empresa ""A""";1936307
2020;Esmeraldas;Esmeraldas;Microempresa;97081
2020;Tena;Napo;Microempresa;36513
2020;Tena;Napo;Microempresa;71088
2020;Morona;Morona Santiago;Microempresa;51098
2020;Morona;Morona Santiago;Microempresa;22719
2020;San Juan Bosco;Morona Santiago;Microempresa;42446
2020;Esmeraldas;Esmeraldas;Pequeña empresa;476990
2020;Atacames;Esmeraldas;Pequeña empresa;660663
2020;Tena;Napo;Pequeña empresa;885917
2020;Esmeraldas;Esmeraldas;"Mediana empresa ""A""";2427414
2020;Rioverde;Esmeraldas;"Mediana empresa ""B""";3785082
2020;Tena;Napo;Microempresa;293
2020;Archidona;Napo;Microempresa;32930
2020;Tena;Napo;Microempresa;125612
2020;Quijos;Napo;Microempresa;17648
2020;Tena;Napo;Microempresa;893
2020;San Lorenzo;Esmeraldas;Pequeña empresa;203389
2020;Atacames;Esmeraldas;Pequeña empresa;376113
2020;Esmeraldas;Esmeraldas;Pequeña empresa;1017744
2020;Atacames;Esmeraldas;Pequeña empresa;189049
2020;Esmeraldas;Esmeraldas;Pequeña empresa;668628
2020;Antonio Ante;Imbabura;Microempresa;22062
2020;Cotacachi;Imbabura;Microempresa;64
2020;Cotacachi;Imbabura;Microempresa;5217
2020;Ibarra;Imbabura;Microempresa;2609
2020;Ibarra;Imbabura;Microempresa;17782
2020;Ibarra;Imbabura;Microempresa;3464
2020;Otavalo;Imbabura;Microempresa;51717
2020;Otavalo;Imbabura;Microempresa;212
2020;Catamayo;Loja;Microempresa;28
2020;Loja;Loja;Microempresa;16427
2020;Loja;Loja;Microempresa;11865
2020;Macará;Loja;Microempresa;1360
2020;Coronel Marcelino Maridueña;Guayas;Microempresa;11432
2020;Lomas de Sargentillo;Guayas;Microempresa;16012
2020;Catamayo;Loja;Microempresa;22099
2020;Loja;Loja;Microempresa;74414
2020;Loja;Loja;Microempresa;21069
2020;Loja;Loja;Microempresa;9718
2020;Macará;Loja;Microempresa;15071
2020;Ambato;Tungurahua;Microempresa;21087
2020;Ambato;Tungurahua;Microempresa;12565
2020;Urdaneta;Los Ríos;Microempresa;230
2020;Quito;Pichincha;Microempresa;200571
2020;Quito;Pichincha;Microempresa;296693
2020;Quito;Pichincha;Microempresa;106950
2020;Quito;Pichincha;Microempresa;389
2020;Quito;Pichincha;Microempresa;98428
2020;Cascales;Sucumbíos;Microempresa;175
2020;Guaranda;Bolívar;Microempresa;35021
2020;Quito;Pichincha;Microempresa;2073
2020;Lago Agrio;Sucumbíos;Microempresa;5989
2020;San Pedro de Pelileo;Tungurahua;Microempresa;1135
2020;Guaranda;Bolívar;Microempresa;20364
2020;Quevedo;Los Ríos;Microempresa;9980
2020;Quito;Pichincha;Microempresa;132870
2020;Quito;Pichincha;Microempresa;31113
2020;Guaranda;Bolívar;Microempresa;10959
2020;El Tambo;Cañar;Microempresa;650
2020;La Troncal;Cañar;Microempresa;69996
2020;Azogues;Cañar;Microempresa;85134
2020;Guano;Chimborazo;Pequeña empresa;399259
2020;Riobamba;Chimborazo;Pequeña empresa;1002192
2020;Riobamba;Chimborazo;Pequeña empresa;679871
2020;Latacunga;Cotopaxi;Pequeña empresa;165360
2020;Pujilí;Cotopaxi;Pequeña empresa;189362
2020;Loreto;Orellana;Microempresa;14979
2020;Orellana;Orellana;Microempresa;81926
2020;Machala;El Oro;Microempresa;3221
2020;Orellana;Orellana;Microempresa;172409
2020;Orellana;Orellana;Microempresa;146901
2020;Orellana;Orellana;Microempresa;36743
2020;Isabela;Galápagos;Microempresa;196980
2020;San Cristóbal;Galápagos;Microempresa;96939
2020;Santa Cruz;Galápagos;Microempresa;178674
2020;San Cristóbal;Galápagos;Microempresa;141718
2020;Santa Cruz;Galápagos;Microempresa;63442
2020;Huaquillas;El Oro;Microempresa;77256
2020;Machala;El Oro;Microempresa;145913
2020;Pasaje;El Oro;Microempresa;22000
2020;Piñas;El Oro;Microempresa;30067
2020;Santa Rosa;El Oro;Microempresa;45617
2020;Zaruma;El Oro;Microempresa;18339
2020;Arenillas;El Oro;Microempresa;26617
2020;Machala;El Oro;Microempresa;354208
2020;Piñas;El Oro;Microempresa;1
2020;Yantzaza (Yanzatza);Zamora Chinchipe;Microempresa;24508
2020;Quito;Pichincha;Pequeña empresa;645955
2020;La Joya de los Sachas;Orellana;Pequeña empresa;1311730
2020;Orellana;Orellana;Pequeña empresa;3221346
2020;La Joya de los Sachas;Orellana;Pequeña empresa;698059
2020;Orellana;Orellana;Pequeña empresa;703940
2020;Orellana;Orellana;Pequeña empresa;111714
2020;Lago Agrio;Sucumbíos;Grande empresa;5021235
2020;Lago Agrio;Sucumbíos;"Mediana empresa ""A""";1187559
2020;La Joya de los Sachas;Orellana;"Mediana empresa ""A""";1257258
2020;Orellana;Orellana;"Mediana empresa ""A""";1377464
2020;Quito;Pichincha;"Mediana empresa ""A""";1172188
2020;Cascales;Sucumbíos;Microempresa;19813
2020;Gonzalo Pizarro;Sucumbíos;Microempresa;5203
2020;Lago Agrio;Sucumbíos;Microempresa;1953
2020;Lago Agrio;Sucumbíos;Microempresa;9612
2020;Aguarico;Orellana;Microempresa;39
2020;Aguarico;Orellana;Microempresa;37
2020;La Joya de los Sachas;Orellana;Microempresa;38194
2020;Loreto;Orellana;Microempresa;100
2020;Loreto;Orellana;Microempresa;260
2020;Loreto;Orellana;Microempresa;101
2020;Orellana;Orellana;Microempresa;38928
2020;Orellana;Orellana;Microempresa;18329
2020;Cayambe;Pichincha;Microempresa;47848
2020;Cayambe;Pichincha;Microempresa;72629
2020;Cayambe;Pichincha;Microempresa;5340
2020;Mejía;Pichincha;Microempresa;51178
2020;Pedro Moncayo;Pichincha;Microempresa;91485
2020;Rumiñahui;Pichincha;Microempresa;20055
2020;Buena Fé;Los Ríos;Microempresa;5882
2020;Quevedo;Los Ríos;Microempresa;44980
2020;Urdaneta;Los Ríos;Microempresa;87
2020;Ventanas;Los Ríos;Microempresa;10084
2020;Machala;El Oro;Microempresa;12872
2020;Machala;El Oro;Microempresa;4476
2020;Santo Domingo;Santo Domingo de los Tsáchilas;Microempresa;7000
2020;Santiago;Morona Santiago;"Mediana empresa ""A""";1372972
2020;Santo Domingo;Santo Domingo de los Tsáchilas;Microempresa;253
2020;Santo Domingo;Santo Domingo de los Tsáchilas;Microempresa;2360
2020;Santo Domingo;Santo Domingo de los Tsáchilas;Microempresa;654925
2020;Santo Domingo;Santo Domingo de los Tsáchilas;Microempresa;255315
2020;Santo Domingo;Santo Domingo de los Tsáchilas;Microempresa;20516
2020;Morona;Morona Santiago;Microempresa;27404
2020;La Concordia;Santo Domingo de los Tsáchilas;Pequeña empresa;105321
2020;Santo Domingo;Santo Domingo de los Tsáchilas;Pequeña empresa;1360633
2020;Santo Domingo;Santo Domingo de los Tsáchilas;Pequeña empresa;3308441
2020;Santo Domingo;Santo Domingo de los Tsáchilas;Pequeña empresa;434568
2020;Santo Domingo;Santo Domingo de los Tsáchilas;Pequeña empresa;708662
2020;Morona;Morona Santiago;Pequeña empresa;133012
2020;Palora;Morona Santiago;Pequeña empresa;851963
2020;Guayaquil;Guayas;"Mediana empresa ""A""";1743617
2020;Portoviejo;Manabí;"Mediana empresa ""B""";2250315
2020;Loja;Loja;Microempresa;30
2020;Loja;Loja;Microempresa;3870
2020;Loja;Loja;Microempresa;63
2020;Jipijapa;Manabí;Pequeña empresa;221537
2020;Manta;Manabí;Pequeña empresa;2892363
2020;Puerto López;Manabí;Pequeña empresa;149653
2020;Sucre;Manabí;Pequeña empresa;286226
2020;Manta;Manabí;Pequeña empresa;1867911
2020;Manta;Manabí;Pequeña empresa;583270
2020;Manta;Manabí;Pequeña empresa;441059
2020;Montecristi;Manabí;Pequeña empresa;294169
2020;Salinas;Santa Elena;Pequeña empresa;111407
2020;Santa Elena;Santa Elena;Pequeña empresa;1698222
2020;Pastaza;Pastaza;Pequeña empresa;254156
2020;Santa Elena;Santa Elena;Pequeña empresa;424170
2020;La Libertad;Santa Elena;Pequeña empresa;762884
2020;Salinas;Santa Elena;Pequeña empresa;735247
2020;Santa Elena;Santa Elena;Pequeña empresa;1432875
2020;Loja;Loja;Pequeña empresa;853511
2020;Paltas;Loja;Pequeña empresa;288562
2020;Puyango;Loja;Pequeña empresa;153964
2020;Loja;Loja;Pequeña empresa;2115969
2020;Loja;Loja;Pequeña empresa;157219
2020;La Libertad;Santa Elena;Microempresa;3413
2020;La Libertad;Santa Elena;Microempresa;45899
2020;Salinas;Santa Elena;Microempresa;11928
2020;Santa Elena;Santa Elena;Microempresa;102836
2020;Santa Elena;Santa Elena;Microempresa;300
2020;La Libertad;Santa Elena;Microempresa;9818
2020;La Libertad;Santa Elena;Microempresa;85040
2020;Santa Elena;Santa Elena;Pequeña empresa;107953
2020;Manta;Manabí;"Mediana empresa ""A""";1307747
2020;Manta;Manabí;"Mediana empresa ""B""";2961536
2020;Manta;Manabí;Pequeña empresa;562060
2020;Salinas;Santa Elena;Pequeña empresa;877664
2020;Manta;Manabí;"Mediana empresa ""A""";1053093
2020;Portoviejo;Manabí;"Mediana empresa ""A""";1367260
2020;La Libertad;Santa Elena;"Mediana empresa ""A""";1477639
2020;La Libertad;Santa Elena;"Mediana empresa ""B""";2380595
2020;Pastaza;Pastaza;Microempresa;250
2020;Pindal;Loja;"Mediana empresa ""A""";1905922
2020;Loja;Loja;"Mediana empresa ""B""";2273129
2020;Ibarra;Imbabura;Microempresa;70
2020;Antonio Ante;Imbabura;Microempresa;148995
2020;Ibarra;Imbabura;Microempresa;309954
2020;Otavalo;Imbabura;Microempresa;64620
2020;San Miguel de Urcuqui;Imbabura;Microempresa;101385
2020;Antonio Ante;Imbabura;Microempresa;166399
2020;Cotacachi;Imbabura;Microempresa;6387
2020;Ibarra;Imbabura;Microempresa;303895
2020;Ibarra;Imbabura;Microempresa;550
2020;Otavalo;Imbabura;Microempresa;36531
2020;Otavalo;Imbabura;Microempresa;21676
2020;Catamayo;Loja;Microempresa;10280
2020;Loja;Loja;Microempresa;176742
2020;Loja;Loja;Microempresa;5392
2020;Loja;Loja;Microempresa;22377
2020;Ambato;Tungurahua;Pequeña empresa;174698
2020;Quevedo;Los Ríos;Pequeña empresa;171020
2020;Guayaquil;Guayas;Pequeña empresa;130046
2020;Quito;Pichincha;Pequeña empresa;217281
2020;Quito;Pichincha;Pequeña empresa;358134
2020;Mera;Pastaza;Microempresa;60
2020;Mera;Pastaza;Microempresa;1600
2020;Pastaza;Pastaza;Microempresa;11
2020;Pastaza;Pastaza;Microempresa;3375
2020;Chone;Manabí;Microempresa;38016
2020;Jipijapa;Manabí;Microempresa;45114
2020;Manta;Manabí;Microempresa;1
2020;Manta;Manabí;Microempresa;37253
2020;Pedernales;Manabí;Microempresa;374
2020;Pichincha;Manabí;Microempresa;14467
2020;Portoviejo;Manabí;Microempresa;43210
2020;Portoviejo;Manabí;Microempresa;92325
2020;Portoviejo;Manabí;Microempresa;10083
2020;Puerto López;Manabí;Microempresa;4111
2020;Rocafuerte;Manabí;Microempresa;200
2020;La Concordia;Santo Domingo de los Tsáchilas;Microempresa;10
2020;Balzar;Guayas;Microempresa;47229
2020;El Empalme;Guayas;Microempresa;8185
2020;Milagro;Guayas;Microempresa;14
2020;Milagro;Guayas;Microempresa;10115
2020;Pedro Carbo;Guayas;Microempresa;3619
2020;San Jacinto de Yaguachi;Guayas;Microempresa;914
2020;San Jacinto de Yaguachi;Guayas;Microempresa;4978
2020;Simón Bolívar;Guayas;Microempresa;27961
2020;Guayaquil;Guayas;Microempresa;9754
2020;Guayaquil;Guayas;Microempresa;78518
2020;Guayaquil;Guayas;Microempresa;14692
2020;Portoviejo;Manabí;Microempresa;9544
2020;Gualaceo;Azuay;Microempresa;2636
2020;Durán;Guayas;Microempresa;32509
2020;Guayaquil;Guayas;Microempresa;91509
2020;Guayaquil;Guayas;Microempresa;3257
2020;Manta;Manabí;Pequeña empresa;214935
2020;Jaramijó;Manabí;Pequeña empresa;111362
2020;Portoviejo;Manabí;Pequeña empresa;684396
2020;Sucre;Manabí;Pequeña empresa;196792
2020;Milagro;Guayas;Pequeña empresa;428932
2020;Salitre (Urbina Jado);Guayas;Pequeña empresa;901434
2020;Durán;Guayas;Pequeña empresa;314941
2020;Guayaquil;Guayas;Pequeña empresa;533917
2020;Guayaquil;Guayas;Pequeña empresa;896321
2020;Guayaquil;Guayas;Pequeña empresa;168220
2020;Guayaquil;Guayas;"Mediana empresa ""A""";9045606
2020;Samborondón;Guayas;"Mediana empresa ""A""";1432283
2020;Guayaquil;Guayas;"Mediana empresa ""A""";18027375
2020;Guayaquil;Guayas;"Mediana empresa ""A""";1178948
2020;Guayaquil;Guayas;"Mediana empresa ""A""";1864611
2020;Samborondón;Guayas;"Mediana empresa ""A""";9411169
2020;Guayaquil;Guayas;"Mediana empresa ""B""";3581140
2020;Guayaquil;Guayas;"Mediana empresa ""B""";2090214
2020;Guayaquil;Guayas;"Mediana empresa ""B""";6477279
2020;Guayaquil;Guayas;"Mediana empresa ""B""";4748042
2020;Coronel Marcelino Maridueña;Guayas;Microempresa;710
2020;Cuenca;Azuay;Microempresa;69411
2020;Riobamba;Chimborazo;Microempresa;26784
2020;Esmeraldas;Esmeraldas;Pequeña empresa;577631
2020;Archidona;Napo;Pequeña empresa;1059404
2020;Quijos;Napo;Pequeña empresa;119363
2020;Tena;Napo;Pequeña empresa;106215
2020;Riobamba;Chimborazo;Microempresa;551
2020;Riobamba;Chimborazo;Microempresa;10
2020;Chambo;Chimborazo;Microempresa;4413
2020;Riobamba;Chimborazo;Microempresa;18225
2020;La Maná;Cotopaxi;Microempresa;1909
2020;Latacunga;Cotopaxi;Microempresa;214
2020;Latacunga;Cotopaxi;Microempresa;59830
2020;Latacunga;Cotopaxi;Microempresa;42552
2020;Pujilí;Cotopaxi;Microempresa;30392
2020;Guaranda;Bolívar;Microempresa;220
2020;Guaranda;Bolívar;Microempresa;58274
2020;Guaranda;Bolívar;Microempresa;25257
2020;San Miguel;Bolívar;Microempresa;6524
2020;Camilo Ponce Enríquez;Azuay;Microempresa;7276
2020;Camilo Ponce Enríquez;Azuay;Microempresa;359
2020;Cuenca;Azuay;Microempresa;37182
2020;Guachapala;Azuay;Microempresa;6054
2020;Gualaceo;Azuay;Microempresa;1326
2020;Paute;Azuay;Microempresa;289
2020;Sevilla de Oro;Azuay;Microempresa;17587
2020;La Troncal;Cañar;Microempresa;290
2020;Riobamba;Chimborazo;Microempresa;131570
2020;Riobamba;Chimborazo;Microempresa;14992
2020;Guaranda;Bolívar;Microempresa;17822
2020;Riobamba;Chimborazo;Pequeña empresa;177406
2020;Saquisilí;Cotopaxi;Pequeña empresa;121615
2020;Cuenca;Azuay;Pequeña empresa;118350
2020;Guayaquil;Guayas;Grande empresa;12497670
2020;Guayaquil;Guayas;Grande empresa;119242691
2020;Guayaquil;Guayas;Grande empresa;71722027
2020;Guayaquil;Guayas;Grande empresa;20339081
2020;Guayaquil;Guayas;"Mediana empresa ""A""";1465527
2020;Guayaquil;Guayas;"Mediana empresa ""B""";12684252
2020;Guayaquil;Guayas;"Mediana empresa ""B""";3452363
2020;Guayaquil;Guayas;"Mediana empresa ""B""";4948368
2020;Guayaquil;Guayas;"Mediana empresa ""B""";3560669
2020;Guayaquil;Guayas;Pequeña empresa;838020
2020;Guayaquil;Guayas;Grande empresa;5596125
2020;Naranjal;Guayas;"Mediana empresa ""A""";1180150
2020;Piñas;El Oro;"Mediana empresa ""A""";1220502
2020;Quito;Pichincha;Pequeña empresa;295204
2020;Quito;Pichincha;Pequeña empresa;158846
2020;Lago Agrio;Sucumbíos;Pequeña empresa;788030
2020;Shushufindi;Sucumbíos;Pequeña empresa;673333
2020;Cayambe;Pichincha;Pequeña empresa;255857
2020;Mejía;Pichincha;Pequeña empresa;167549
2020;Pedro Moncayo;Pichincha;Pequeña empresa;172067
2020;Rumiñahui;Pichincha;Pequeña empresa;181856
2020;San Miguel de los Bancos;Pichincha;Pequeña empresa;141053
2020;Cayambe;Pichincha;Pequeña empresa;803281
2020;Mejía;Pichincha;Pequeña empresa;1247013
2020;Rumiñahui;Pichincha;Pequeña empresa;1684496
2020;Ambato;Tungurahua;Pequeña empresa;985529
2020;Baños de Agua Santa;Tungurahua;Pequeña empresa;1255165
2020;Baños de Agua Santa;Tungurahua;Pequeña empresa;116177
2020;Ambato;Tungurahua;Pequeña empresa;1434324
2020;Ambato;Tungurahua;Pequeña empresa;886780
2020;Lago Agrio;Sucumbíos;Microempresa;16485
2020;Santa Cruz;Galápagos;Microempresa;5435
2020;Buena Fé;Los Ríos;Microempresa;69230
2020;Quevedo;Los Ríos;Microempresa;30654
2020;Quito;Pichincha;Microempresa;95794
2020;Quito;Pichincha;Microempresa;252388
2020;Quito;Pichincha;Microempresa;42171
2020;Lago Agrio;Sucumbíos;Microempresa;58980
2020;Shushufindi;Sucumbíos;Microempresa;37310
2020;Lago Agrio;Sucumbíos;Microempresa;18580
2020;Shushufindi;Sucumbíos;Microempresa;82465
2020;Rumiñahui;Pichincha;Microempresa;80798
2020;Cayambe;Pichincha;Microempresa;47022
2020;Cayambe;Pichincha;Microempresa;84138
2020;Mejía;Pichincha;Microempresa;59667
2020;Rumiñahui;Pichincha;Microempresa;239337
2020;Rumiñahui;Pichincha;Microempresa;77442
2020;Rumiñahui;Pichincha;Microempresa;85814
2020;Ambato;Tungurahua;Microempresa;382788
2020;Baños de Agua Santa;Tungurahua;Microempresa;15194
2020;Patate;Tungurahua;Microempresa;6000
2020;Ambato;Tungurahua;Microempresa;962094
